T,SU,EX,I0,I1,I2,I3,RE,ED
321,0.08754101985184842,6.7634167638249305E-12,6.087120620861566E-11,2.0639454195572838E-10,1.7499015929216606E-10,7.815228247216767E-10,0.8592485520314633,7.666392493431175E-4
322,0.08753664279469854,6.157279244980881E-12,5.5415841823735545E-11,1.8789195104437297E-10,1.5928905903763396E-10,7.117029903344709E-10,0.8592055896810279,7.666392501246403E-4
323,0.08753226595695335,5.605463184812383E-12,5.044940452702512E-11,1.7104831918514002E-10,1.4499740119274413E-10,6.481175053288658E-10,0.8591626294718032,7.666392508363433E-4
324,0.0875278893385524,5.103100259496486E-12,4.592807260799807E-11,1.557148674672491E-10,1.3198858558102475E-10,5.902100477161071E-10,0.8591196714043002,7.666392514844608E-4
325,0.08752351293943972,4.645758471608393E-12,4.18119524391086E-11,1.4175616427198024E-10,1.201473929612325E-10,5.374738994279128E-10,0.8590767154789748,7.666392520746709E-4
326,0.08751913675956334,4.2294030400622124E-12,3.806472631135446E-11,1.2904892730009228E-10,1.0936896082158165E-10,4.894475278466256E-10,0.8590337616962322,7.666392526121448E-4
327,0.08751476079887499,3.850360796258043E-12,3.4653331850381376E-11,1.1748093318977403E-10,9.955785147310738E-11,4.45710560413084E-10,0.858990810056432,7.666392531015924E-4
328,0.08751038505732975,3.5052877720275675E-12,3.154767018008725E-11,1.0695002505424639E-10,9.06272041096488E-11,4.0588011739942006E-10,0.8589478605598917,7.666392535473029E-4
329,0.08750600953488574,3.191139693173677E-12,2.8720340254989986E-11,9.73632091383741E-11,8.249796325585727E-11,3.696074710284992E-10,0.858904913206891,7.66639253953183E-4
330,0.08750163423150385,2.9051451180718648E-12,2.614639701405226E-11,8.863583258546345E-11,7.509817671015181E-11,3.365750019426823E-10,0.8588619679976749,7.666392543227904E-4
331,0.0874972591471475,2.644780984169566E-12,2.380313121930339E-11,8.069083502589772E-11,6.836235671288092E-11,3.064934265960958E-10,0.858819024932457,7.666392546593654E-4
332,0.08749288428178238,2.407750346490952E-12,2.166986903432986E-11,7.345806735483604E-11,6.223089863677046E-11,2.7909927148863125E-10,0.8587760840114221,7.666392549658588E-4
333,0.08748850963537633,2.191962111617512E-12,1.9727789572222402E-11,6.687367166272751E-11,5.6649552012179045E-11,2.5415257229652234E-10,0.8587331452347289,7.66639255244958E-4
334,0.08748413520789905,1.9955125882401167E-12,1.795975880141576E-11,6.087951682520314E-11,5.156893916842079E-11,2.3143477790185003E-10,0.8586902086025121,7.666392554991106E-4
335,0.08747976099932199,1.8166686914223893E-12,1.6350178342444857E-11,5.542268475284325E-11,4.694411719869224E-11,2.1074684109840136E-10,0.858647274114885,7.666392557305454E-4
336,0.08747538700961817,1.6538526523198739E-12,1.4884847820249654E-11,5.045500275078943E-11,4.273417934381667E-11,1.9190747936917227E-10,0.8586043417719408,7.666392559412923E-4
337,0.08747101323876207,1.5056280983940333E-12,1.3550839556456E-11,4.593261784718495E-11,3.8901892242599145E-11,1.7475159060534312E-10,0.8585614115737553,7.666392561331998E-4
338,0.08746663968672945,1.3706873812619973E-12,1.233638449510289E-11,4.181560932163252E-11,3.541336581725704E-11,1.5912880998042722E-10,0.8585184835203874,7.666392563079514E-4
339,0.08746226635349728,1.2478400403393892E-12,1.1230768354543014E-11,3.806763600357275E-11,3.223775285404894E-11,1.4490219541804958E-10,0.8584755576118814,7.666392564670802E-4
340,0.0874578932390436,1.1360023004617684E-12,1.0224237088592428E-11,3.465561521872625E-11,2.9346975604502324E-11,1.3194703020797825E-10,0.8584326338482681,7.666392566119824E-4
341,0.08745352034334745,1.0341875107990273E-12,9.307910822246496E-12,3.1549430542254506E-11,2.6715476973929987E-11,1.2014973234221482E-10,0.8583897122295656,7.666392567439295E-4
342,0.0874491476663888,9.414974406870939E-13,8.473705502140922E-12,2.872166577257608E-11,2.431999408340176E-11,1.0940686106990199E-10,0.8583467927557811,7.666392568640792E-4
343,0.08744477520814836,8.571143555660623E-13,7.714261570081192E-12,2.6147362772098026E-11,2.2139352190978424E-11,9.962421201451643E-11,0.8583038754269114,7.666392569734861E-4
344,0.08744040296860767,7.802938031001831E-13,7.02287902999437E-12,2.380380103255475E-11,2.0154277139616604E-11,9.071599296655854E-11,0.8582609602429443,7.666392570731103E-4
345,0.08743603094774888,7.103580458239459E-13,6.393458335122513E-12,2.1670297015069297E-11,1.8347224664350532E-11,8.260407316636743E-11,0.8582180472038585,7.666392571638262E-4
346,0.0874316591455548,6.466900823651126E-13,5.820446573676745E-12,1.9728021490175635E-11,1.670222504163428E-11,7.521729953083152E-11,0.8581751363096255,7.666392572464303E-4
347,0.08742728756200879,5.887282044904774E-13,5.298788477959915E-12,1.7959833262422687E-11,1.5204741700437233E-11,6.849087386014753E-11,0.8581322275602096,7.666392573216476E-4
348,0.08742291619709473,5.359610419492259E-13,4.823881824557463E-12,1.6350127809237643E-11,1.3841542539053865E-11,6.236578559143525E-11,0.8580893209555687,7.666392573901384E-4
349,0.08741854505079695,4.879230513938352E-13,4.3915368319674714E-12,1.4884699495746867E-11,1.2600582804732983E-11,5.678829514952635E-11,0.8580464164956547,7.666392574525043E-4
350,0.08741417412310022,4.4419040957751797E-13,3.997939197334665E-12,1.3550616147409921E-11,1.147089849616656E-11,5.170946338579241E-11,0.8580035141804147,7.666392575092926E-4
351,0.0874098034139897,4.043772745948998E-13,3.639616446081347E-12,1.233610487168333E-11,1.0442509342527353E-11,4.708472299727231E-11,0.8579606140097903,7.666392575610021E-4
352,0.08740543292345086,3.681323821804429E-13,3.3134072974750394E-12,1.123044811946643E-11,9.506330497947099E-12,4.287348818407175E-11,0.8579177159837192,7.666392576080868E-4
353,0.08740106265146956,3.3513594703576224E-13,3.0164337757964684E-12,1.0223889067675892E-11,8.65409216784639E-12,3.9038799136208497E-11,0.857874820102135,7.666392576509603E-4
354,0.08739669259803189,3.050968418485659E-13,2.7460758210077198E-12,9.307545486751885E-12,7.878266454057888E-12,3.5546998244646603E-11,0.8578319263649674,7.666392576899991E-4
355,0.08739232276312424,2.7775002911621634E-13,2.4999481748832724E-12,8.473331331949403E-12,7.172000769857214E-12,3.2367435207836004E-11,0.8577890347721431,7.66639257725546E-4
356,0.08738795314673323,2.528542231175415E-13,2.2758793386509683E-12,7.71388536557851E-12,6.529057234405196E-12,2.947219845704377E-11,0.8577461453235856,7.666392577579135E-4
357,0.0873835837488457,2.3018976140717043E-13,2.0718924164734495E-12,7.0225061795330495E-12,5.943757509233122E-12,2.6835870553317657E-11,0.8577032580192157,7.666392577873857E-4
358,0.0873792145694487,2.095566670553E-13,1.886187675744608E-12,6.39309304404023E-12,5.410932587744142E-12,2.443530541805054E-11,0.8576603728589516,7.666392578142215E-4
359,0.08737484560852944,1.9077288453870795E-13,1.7171266703272707E-12,5.820092060074897E-12,4.925877092691129E-12,2.2249425449631902E-11,0.8576174898427094,7.666392578386568E-4
360,0.08737047686607535,1.7367267372089058E-13,1.5632177866515044E-12,5.298447139769067E-12,4.484307676616823E-12,2.025903675223235E-11,0.857574608970403,7.666392578609063E-4
361,0.08736610834207394,1.581051477539323E-13,1.4231030851494221E-12,4.8235553818248256E-12,4.082325156663423E-12,1.8446660860877355E-11,0.8575317302419446,7.666392578811654E-4
362,0.08736174003651291,1.4393294200443172E-13,1.2955463209331168E-12,4.391226447785105E-12,3.71638004830104E-12,1.679638149099941E-11,0.8574888536572444,7.66639257899612E-4
363,0.08735737194938005,1.3103100226171563E-13,1.1794220380282911E-12,3.9976455803764546E-12,3.383241192683164E-12,1.529370497186607E-11,0.8574459792162111,7.666392579164083E-4
364,0.08735300408066331,1.1928548153887254E-13,1.0737056409492058E-12,3.639339937323703E-12,3.0799671997815943E-12,1.3925433142804396E-11,0.8574031069187522,7.666392579317021E-4
